id,Time,Transcriptions,Length,altitude,heading,speed,contact,clearance,callsign,callsign_matched
109BDB8C-D176-47A1-A9E6-8DE7C690B87E,1635879163,SOUTHWEST  MAINTAIN  ENVOY ,44,Missing ST,NA,NA,False,False,NA,NA
D71427C4-B163-4FA0-93C4-C0243DEDD2B9,1635879205,SLOWING TO  MILE 49 WHISKEY 31 REPORT ON STATION,52,NA,NA,NA,False,False,NA,NA
A1571FC6-EA92-479B-86C0-8ED9CCC15EAB,1635879219,AMERICAN 1579 DESCENDING TO  RIGHT 519 APPROACH ROGER,58,Missing ST,Missing ST,NA,False,False,AAL1579,NA
1B288AC8-8892-41E6-8943-EDB7FF72BF11,1635879290,6000 AMERICAN 1579,18,Possibly Missing KW,NA,NA,False,False,AAL1579,NA
9F625B59-C01C-40E5-B82F-40AEE58D809F,1635879310,RIGHT APPROACH MAINTAIN  CLEARED AH ILS 35 RIGHT AMERICAN 2513 SHUTTLE .5 FOR SKYHAWK 1,102,Missing ST,Missing ST,NA,True,True,AAL2513,NA
CABF12DC-D8DE-4970-A963-2EC76AAA2F36,1635879333,APPROACH ENVOY 4044 WITH YOU AT 10006 FOR 8000 DELTA 2043 EXPECT 35535 RIGHT FOR ENVOY 4043,91,Possibly Missing KW,Missing ST,NA,False,False,DAL2043,NA
50D8D87C-026E-4280-954C-10D1AEFB1948,1635879358,ENVOY  MAINTAIN 5000 DESCEND AND MAINTAIN 5000 AH ,58,5000,NA,NA,False,False,NA,NA
4641DBB0-BB57-4FAC-BB9F-43744C90F584,1635879453,ENVOY  FLY HEADING 340 AMERICAN 340 INTERCEPT THE LOCALIZER FOR 18,70,NA,340,NA,False,False,AAL340,NA
4C28E9F8-3556-458B-8598-3E57F6D4AE72,1635879467,CLEARED FOR THE APPROACH AH 170 WELL GO AMERICAN 1119,53,NA,NA,NA,False,True,AAL1119,NA
E8F788AF-CA8C-4D23-883A-085B09D41442,1635879480,160 KNOTS TO  ON THE HEADING FOR AMERICAN 1579,50,NA,Missing ST,160,False,False,AAL1579,NA
15898325-9C0C-4C5D-B807-1F2E835D9365,1635879520,320 TO INTERCEPT AMERICAN 1579,30,NA,NA,NA,False,False,AAL1579,NA
5EA4CF6F-BF57-4CA1-A794-6DC8A49D4BC0,1635879540,190 KNOTS 6004 ENVOY 4043,25,NA,NA,190,False,False,ENY4043,NA
2EAD17C4-9546-469C-8391-895B3F9C62A5,1635879553,AMERICAN 1579 MAINTAIN 4000 DOWN TO 4000 NOW AMERICAN 1579,58,4000,NA,NA,False,False,AAL1579,NA
F0EB0744-A6F5-4219-8708-4C18DAAE665D,1635879598,CLEARED ILS 35 RIGHT APPROACH AMERICAN 1579 ENVOY ,56,NA,Missing ST,NA,False,True,AAL1579,NA
2C95B55F-6F4E-48FA-A651-76868C34DC3C,1635879600,SPEED 170 ENVOY 4059,20,NA,NA,170,False,False,ENY4059,NA
0B553D88-7EC1-4C81-93CE-A3A61FE26E07,1635879638,150 LEFT AND AH POINT 7 AH POINT 5B CLEARED TO LAND,51,NA,Missing ST,NA,False,True,NA,NA
2E00D92D-4F88-44C8-A172-5B4D9EC58CF2,1635879660,WERE READY JET 17 ENVOY 4069 THANK YOU AMERICAN  CLEARED ILS 35 RIGHT AMERICAN 1579 ENVOY 4043 DESCEND MAINTAIN 5000 DOWN TO 5000 ENVOY 4043,146,5000,Missing ST,NA,False,True,NA,NA
5688ABF6-4DAA-4DC8-BFBF-D36627D47998,1635879690,330 INTERCEPT THE LOCALIZER FOR 35 RIGHT ENVOY 4043,51,NA,Missing ST,NA,False,False,ENY4043,NA
60AD1215-837C-44C1-A3BD-C199841CFB01,1635879728,FOLLOWING TO  SWITCH  AMERICAN 1579 ENVOY 4043 CROSS AT  500,74,NA,NA,NA,False,False,AAL1579,NA
C79BF40F-4289-4715-BE5D-7B7E3E18A82C,1635879802,176 FOR 4 ENVOY 4044,20,NA,NA,NA,False,False,ENY4044,NA
390AEE6B-7CE5-41C7-B884-05D4C25710FD,1635883103,AND 4000 FOR 2007 HEAVY,23,Possibly Missing KW,NA,NA,False,False,NA,NA
F6ACFDDD-7C72-415E-8905-22E13D205EDA,1635883137,FARGO APPROACH GOOD AFTERNOON 438 HEAVY ON HEADING 190,54,NA,190,NA,False,False,NA,NA
71B43751-F1DE-410F-BE5F-113531EFF930,1635883159,330 ON THE HEADING TO INTERCEPT 35 CENTER LOCALIZER AMERICAN 2007,65,NA,Missing ST,NA,False,False,AAL2007,NA
A01EC400-977A-46CF-8A89-BFE12184C755,1635883189,DOWN TO 3000 AMERICAN 277,25,3000,NA,NA,False,False,AAL277,NA
984C5415-5F94-4788-AF46-9F80DAE1DDF1,1635883199,320 ON THE HEADING AMERICAN,27,NA,Missing ST,NA,False,False,NA,NA
F98F4001-4086-4456-AB98-314477D67DC5,1635883297,NOVEMBER 430 HEAVY LEFT HEADING 130,35,NA,130,NA,False,False,N430,NA
4390C626-5B90-4D88-941F-BB1BEAC95564,1635883423,NAVY THINK WE CAN GO LEFT TO  DOWN TO 5000 AMERICAN  THANK YOU 5000 LEFT TURN 5000 AMERICAN 1212,107,5000,Missing ST,NA,False,False,NA,NA
0EB384EC-A159-4051-9A86-E7665083E25A,1635883444,I WAS CLEARED ILS 35 RIGHT,26,NA,Missing ST,NA,False,True,NA,NA
AB7C9A89-DD48-4ED1-AC51-F87CCAF36F1F,1635883468,AH RIGHT BASE AND 5 MILES SKYWEST 3230,38,NA,Missing ST,NA,False,False,SKW3230,NA
C62A5C5A-3195-4BD9-8C7F-F034D5314F7E,1635883483,190 KNOTS TO 4 AMERICAN 17,26,NA,NA,190,False,False,AAL17,NA
8297908A-B00E-461F-88EF-7F9529E893D7,1635883578,170 UNTIL FOX AND THEN AH CLEARED FOR THE APPROACH AMERICAN,59,NA,NA,NA,False,True,NA,NA
6E7F4B20-3BB2-403E-B036-B8F7E9F906F1,1635883610,AH 170 KNOTS TO PARKING 127.25,30,NA,NA,170,True,False,NA,NA
C4E80B65-F543-4140-9055-49F976B50078,1635883636,AMERICAN  CONTACT TOWER 127.5 FOR 27.5 AMERICAN 1212,58,NA,NA,NA,True,False,NA,NA
5381504A-3C74-48FE-9013-7654AF44490D,1635883833,MAINTAIN 5000 DIRECT ALEX DELTA ,37,5000,NA,NA,False,False,NA,NA
88572938-4D28-4814-BA0B-889074BDA4DA,1635884001,APPROACH ENVOY 4151 AH 12000 DESCENDING 8000 ENVOY 4151 REGIONAL APPROACH RUNWAY 35R DESCEND AND MAINTAIN  RIGHT 6000 ENVOY 4151,135,6000,Missing ST,NA,False,False,ENY4151,NA
91D9B90A-CB45-43C5-8273-21C7BE7E1FB4,1635884038,DELTA  TURN RIGHT HEADING 330 YOUR POSITION FOR REQUEST CLEAR 5000 CLEARED ILS RUNWAY 35R APPROACH RIGHT TURN 330 CLEARED ILS,130,Possibly Missing KW,330,NA,False,True,NA,NA
1C3CBB49-D557-4987-9C07-64C67C227130,1635884042,35 RIGHT APPROACH MAINTAIN 5000 TILL ESTABLISHED ON THE LOCALIZER,65,5000,Missing ST,NA,False,False,NA,NA
0DF9A604-30CF-44DD-82AA-2AED1E4AD3F4,1635884055, AND THEN 170 OR GREATER PD,32,NA,NA,NA,False,False,NA,NA
9CD54826-8496-4162-A858-2983D868CB03,1635884082,270 AMERICAN 1263,17,NA,NA,NA,False,False,AAL1263,NA
E5E065FC-19F8-4AAF-B5D5-B4F04ED6011C,1635884136,FARGO TOWER GOOD DAY DELTA ,32,NA,NA,NA,True,False,NA,NA
9432EAD0-87D5-42BF-8F09-6A2CDEE18D14,1635884176,APPROACH AMERICAN  FOR  RIGHT AMERICAN 2839 REGIONAL APPROACH RUNWAY 35R DESCEND AND MAINTAIN 5000 SOUTHWEST 2055,125,5000,Missing ST,NA,False,False,NA,NA
357E7E41-873D-4174-B148-3AE0F30D95A0,1635884292,497 WE CAN TAXI OUT OF 9.4,26,NA,NA,NA,True,False,NA,NA
FB7D1AE9-49C4-4937-9BE4-DBF90BC21119,1635884351,330 FOR 5000 CLEARED ILS AH 35 RIGHT APPROACH ENVOY 4151,56,Possibly Missing KW,Missing ST,NA,False,True,ENY4151,NA
B3BDB621-3971-4412-89A0-441A5F8482EB,1635884374,190 TELL COURSE AND 170 OR GREATER FOR ENVOY 4170,49,NA,NA,NA,False,False,ENY4170,NA
9CE9E6C1-8FF6-4678-9624-CBFEB2B1109A,1635884387,5004 AMERICAN 1770,18,NA,NA,NA,False,False,AAL1770,NA
ECD509E6-357C-48D9-98FD-3F31D55E441D,1635884476,HEADING PA CLEARED THE ILS 35 RIGHT AMERICAN 2835,55,NA,Missing ST,NA,False,True,AAL2835,NA
7B05798F-ADD0-4F75-AF05-18EE1D68682C,1635884496,AMERICAN 2456 IS AT 6000 WITH YOU HAVE ALPHA,44,Possibly Missing KW,NA,NA,False,False,AAL2456,NA
D2749BC6-5636-4977-8FA2-6FEDEB1807BE,1635884527,6000 AMERICAN ,20,Possibly Missing KW,NA,NA,False,False,NA,NA
F5FED555-947F-4432-B95C-FCC285E0E8BB,1635884545,RIGHT TURN 330 SLOW TO  INTERCEPT THE LOCALIZER 35 RIGHT AND THERE,70,NA,330,NA,False,False,NA,NA
43CDF91A-74BE-4BEB-BD8F-7646EAD147AC,1635884561,HICKS AH  TILL ESTABLISHED CLEARED FOR THE ILS AH 1535 RIGHT,64,NA,Missing ST,NA,False,True,NA,NA
EED3BF22-8292-42C3-83C0-ED4E73B8E64E,1635884603,UNITED 4170 AMERICAN 7,22,NA,NA,NA,False,False,AAL7,NA
FE91882C-FCCB-411C-9C9A-CB357CFA80E8,1635884610,7.5 FOR AMERICAN 17 HEAVY,25,NA,NA,NA,True,False,AAL17,NA
15DBEB9E-DB69-4D12-A6AD-5E21384C048E,1635884692,4000 TILL ESTABLISHED AND CLEAR  RIGHT AMERICAN 2444,58,Possibly Missing KW,Missing ST,NA,False,True,AAL2444,NA
2FE62C3E-0194-4977-BAA8-8172941977B8,1635884723,AMERICAN 2445 MAINTAIN 190 KNOTS DEPART WIND 170 CONTACT TOWER NOW 127.5 ALL RIGHT  IS AT  DOWN TO 4 AMERICAN 2444,124,Missing ST,Missing ST,190,True,False,AAL2445,NA
C86EF9DE-9139-40F3-97AD-D76F22E52A4A,1635884739,HEADING AMERICAN 2644,21,NA,Missing ST,NA,False,False,AAL2644,NA
F04C66E5-A939-4DF3-9348-5CCD22693D85,1635884760,APPROACH AMERICAN 1177 WITH YOU 12000 FOR 8000,46,Possibly Missing KW,NA,NA,False,False,AAL1177,NA
80855011-0A30-409C-8BF5-4AF6A8E97CA1,1635884769,AMERICAN 1177 REGIONAL APPROACH EXPECT THE ILS RUNWAY 35R DESCEND AND MAINTAIN  5 RIGHT AMERICAN 1177,110,Missing ST,Missing ST,NA,False,False,AAL1177,NA
772D5D68-F887-4D62-B018-9F33DC1FE870,1635884854,7000 AMERICAN 1177,18,Possibly Missing KW,NA,NA,False,False,AAL1177,NA
D119C9D7-5ED4-40D7-BE3A-EB4BB6B63708,1635884974, UNITED AH ,24,NA,NA,NA,False,False,NA,NA
2A0C9CE9-CCDC-47F8-8E5B-FF19DBF43C9F,1635885046,5000 AMERICAN 1177,18,Possibly Missing KW,NA,NA,False,False,AAL1177,NA
9C0AA1FA-5E99-4C51-B5BE-918A35C94696,1635885176,190 KNOTS TO MAKE LEFT TRAFFIC 7,32,NA,Missing ST,190,False,False,NA,NA
ECE07C9A-73CC-4F8F-82DC-23FA526BAA26,1635885452,BONANZA 3817 SOUTHWEST 18,25,NA,NA,NA,False,False,NA,NA
88C07E8D-7414-4BD1-9B5B-DFCDFB72C31D,1635885544,5000 INCREASE SPEED ENVOY 4165,30,Possibly Missing KW,NA,Missing ST,False,False,ENY4165,NA
233091CA-D693-466C-968B-45B4029D8DE0,1635885690,ROGER ENVOY 4165 HEADING 330,28,NA,330,NA,False,False,ENY4165,NA
A234E940-A292-40A7-A9CD-B8F3D8A6B2A9,1635885695,DIRECT AH AT OR ABOVE 5000 CLEARED FOR THE ILS 35 RIGHT ON ,63,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
4F58AA0E-FB51-4D77-AA8E-17291106248D,1635885768,TOWER NOW 2025 ENVOY 4155 GOOD DAY,34,NA,NA,NA,True,False,ENY4155,NA
2E8E8760-5AF3-469B-B3D9-64A051C4EE05,1635886016,LLANO TRAFFIC 0WF,17,NA,NA,NA,False,False,NA,NA
73C33617-CB9E-4039-8795-E2A464482328,1635886148,REGIONAL APPROACH AMERICAN 268 HEAVY,36,NA,NA,NA,False,False,AAL268,NA
20892E8B-E872-4051-83ED-E50CDE8633BB,1635886234,35 RIGHT DOWN TO 7000 AMERICAN 2456,35,7000,Missing ST,NA,False,False,AAL2456,NA
61BB9D30-9F4B-4204-836F-7A8298544F85,1635886358,SLOW TO  AMERICAN,22,NA,NA,NA,False,False,NA,NA
EB95C38C-F8C5-46F0-A20A-4303A06D36D5,1635886404,AH 330 ON THE HEADING,21,NA,Missing ST,NA,False,False,NA,NA
C3E7039B-A089-4E50-B269-5D0893EC6725,1635886464, WITH TOWER AMERICAN,25,NA,NA,NA,True,False,NA,NA
96AF4527-D6FE-4D36-BC4A-EF2C027E84DB,1635886477,270 WEST BOUND AH 4000 AND HEADING 270 AND ,47,Possibly Missing KW,270,NA,False,False,NA,NA
6D8F1944-F1CB-4604-B2AC-85E642CE25FB,1635886553,SOUTHWEST 172 CLEARED THE ILS 35 RIGHT AMERICAN 2456,52,NA,Missing ST,NA,False,True,AAL2456,NA
C645C230-8904-4708-AC2C-56DE3BD47625,1635889260,APPROACH ENVOY  FOR 6000,32,Possibly Missing KW,NA,NA,False,False,NA,NA
591228BA-44CF-437E-A42E-E3FBC646E13A,1635889347,ENVOY 4495 MINNEAPOLIS MAINTAIN 5000 ALL RIGHT DOWN TO 5000 ENVOY 3495,70,5000,Missing ST,NA,False,False,ENY4495,NA
FB32316E-419B-49BC-84E1-83A6566D950F,1635889428,FARGO DEPARTURE AMERICAN  12000 DESCENDING 8000,52,8000,NA,NA,False,False,AAL12000,NA
669F8BAA-1B62-4C18-94BF-65CE38975C2F,1635889555,AH 1825A OVER TO TOWER RUNWAY FOR 495,37,NA,NA,NA,True,False,NA,NA
4D86A71D-9F60-4286-8446-4D0CC9FD29C2,1635889646,4000 AMERICAN ,19,Possibly Missing KW,NA,NA,False,False,NA,NA
90769833-F515-407C-BE39-DEC51296D480,1635889679,APPROACH ENVOY  DESCENDING 8000 FOR 3971 REGIONAL APPROACH ROGER,74,8000,NA,NA,False,False,NA,NA
A783D0A6-45D7-42CA-B628-79FAD867AA90,1635889750,DESCEND 6000 ENVOY 3970,23,6000,NA,NA,False,False,ENY3970,NA
5A20A4B0-A563-4898-AD7F-CEA634332AD5,1635889783,MAINTAIN ,16,Missing ST,NA,NA,False,False,NA,NA
1E2FBAE7-ED94-4D25-A966-15C681E89308,1635889901,10 DEGREES RIGHT ENVOY 3970,27,NA,Missing ST,NA,False,False,ENY3970,NA
EB203097-2393-4BAD-82CF-7B39781D4775,1635889943,HEADING 260 ENVOY 3970,22,NA,260,NA,False,False,ENY3970,NA
A0F5FA22-E2CE-46AE-929B-DE970610033A,1635890005,APPROACH ENVOY 3556 LEFT 78000 FOR  FOR MINOCQUA EAST AH 35 RIGHT 35 RIGHT METRO 56,89,Possibly Missing KW,Missing ST,NA,False,False,ENY3556,NA
D0370B3E-1C77-4975-BD52-81F2014D2613,1635890025,4 TILL ESTABLISHED CLEARED ILS 35 RIGHT 18 PULL ENVOY 3970,58,NA,Missing ST,NA,False,True,ENY3970,NA
7584CA8C-FDC2-4E8B-BAAD-86F2120E43F1,1635890049,ENVOY 3970 AH 4T AH CONTACT THE CENTER 127.5 TOWER NOW  ENVOY 3970,70,NA,NA,NA,True,False,ENY3970,NA
4FE68212-E4D3-49E3-8BA6-087716C8134B,1635890081,330 INTERCEPT THE LOCALIZER AMERICAN 687,40,NA,NA,NA,False,False,AAL687,NA
D981319B-BE2E-4A6B-9B17-5628584E55B6,1635890109,3000 TILL ESTABLISHED CLEARED FOR THE ILS 35 RIGHT AMERICAN 687,63,Possibly Missing KW,Missing ST,NA,False,True,AAL687,NA
A87C347A-5FE9-472F-8C67-0478D7391D22,1635890184,APPROACH UPS 2798 HEAVY IS WITH YOU AH LEAVING 12000 FOR 5647 YOU HAVE AH REGIONAL APPROACH 35 RIGHT,100,Possibly Missing KW,Missing ST,NA,False,False,NA,NA
1A786ACA-58E8-44F1-9102-E7FB36C03A34,1635890191,ENVOY  SPEED 19 SPEED 190 ENVOY ,42,NA,NA,19,False,False,NA,NA
30874413-5EAF-4F45-83FA-4842C58389CF,1635890201,330 TO JOIN AMERICAN 1827,25,NA,NA,NA,False,False,AAL1827,NA
D5ED4098-F4CA-4B85-9DFB-1F911F114714,1635890273,ENVOY  TURN 10 DEGREES TO THE RIGHT AND RIGHT ENVOY 3536 ENVOY 3656 TURN 10 MILES,86,NA,10turn,NA,False,False,NA,NA
29EC0119-DEA4-4A61-A216-4941ACB61468,1635890336,SKYWEST 636 CLIMBING TO,23,Missing ST,NA,NA,False,False,SKW636,NA
5353FB82-26AE-4164-B67F-AFAC80A3912F,1635890373,CONTINUE OUT OF 5000 US 2798 HEAVY,34,Possibly Missing KW,NA,NA,False,False,NA,NA
06246CDA-9C30-4260-BFE7-1A0ECBC91348,1635890380,APPROACH AMERICAN 201 OUT OF 12 FOR 8000,40,Possibly Missing KW,NA,NA,False,False,AAL201,NA
025F601D-44B8-4F63-8940-B8682ADC4C59,1635890441, AMERICAN 1860,20,NA,NA,NA,False,False,AAL1860,NA
91969DA4-98F1-4C71-8811-36C231434914,1635890494,5000 UPS 2798 HEAVY,19,Possibly Missing KW,NA,NA,False,False,NA,NA
50EAE595-4EFC-400E-93EC-C05C2D2AE7D4,1635890508,6000 AMERICAN 221,17,Possibly Missing KW,NA,NA,False,False,AAL221,NA
B578CCA2-1999-4D68-B2B1-E67D942EE1F7,1635890547,COPPER 5000 CLEARED ILS 35 RIGHT UPS 2798 HEAVY,47,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
B4D2DE41-4186-4767-B6D0-F31C80FC3F55,1635890562,180 ALL THE WAY FOR UPS 2798,28,NA,NA,NA,False,False,NA,NA
C3D74DE0-E0E6-46DD-A9D2-17EDE5C4A31E,1635890581,SPEED 190 AMERICAN 221 HEAVY,28,NA,NA,190,False,False,AAL221,NA
C560C9F5-1FF5-4313-9AFC-CE25FEAA3ED0,1635890590,ENVOY 3656 SPEED 182 FULL STOP CONTACT SKYWEST 4582 FARGO TOWER 3660,68,NA,NA,182,True,False,ENY3656,NA
B0D49498-1418-4502-90E4-B7C8DFB9CC0B,1635890655,BIZEX AH 5000 WITH 23,21,Possibly Missing KW,NA,NA,False,False,NA,NA
180714B8-6D2C-447B-BFFF-16A3F05DBA87,1635890693,HEADING 250 DOWN TO 5000 AMERICAN 221,37,5000,250,NA,False,False,AAL221,NA
B0746C61-562F-4D92-9B1C-D7E357B95CAF,1635890718,260 DOWN TO 4000 AMERICAN 221,29,4000,NA,NA,False,False,AAL221,NA
34117C21-DA30-42AC-A28A-1AC7C5F71681,1635890767,AMERICAN 221 HEAVY COMING 60 INTERCEPT THE LOCALIZER 320 INTERCEPT LOCALIZER 35 RIGHT,85,NA,Missing ST,NA,False,False,AAL221,NA
676A7A66-A36A-4079-86EA-E3FEE72E260A,1635890788,4000 TILL ESTABLISHED CLEARED ILS 35 RIGHT AMERICAN 221,55,Possibly Missing KW,221,NA,False,True,AAL221,NA
6616EC75-F9D2-4E58-9861-F5B0769D7C3B,1635890794, AMERICAN 221,18,NA,NA,NA,False,False,AAL221,NA
DFB1CB7B-643F-4B15-80C7-BADF0ED71007,1635891077,NORTH AMERICAN 1732 CONTACT TO 9000,35,Possibly Missing KW,NA,NA,True,False,AAL1732,NA
5A507DFD-9748-4DFD-86CF-BE0806CD2F87,1635891245,DESCEND TO 5010 DEGREES RIGHT AMERICAN 1736,43,Missing ST,Missing ST,NA,False,False,AAL1736,NA
AAD9A360-E176-4301-90ED-94468D9DCBA6,1635891395,SLOW TO  AMERICAN 1732,26,NA,NA,NA,False,False,AAL1732,NA
9744DB37-584C-477F-B04D-0C4D9766EAD6,1635891457, FOR AMERICAN 1560,23,NA,NA,NA,False,False,AAL1560,NA
5235E62F-5F19-408D-B77E-FFF88615F8A2,1635891470,HEADING 328 JOIN AMERICAN 2671,30,NA,328,NA,False,False,AAL2671,NA
E86A4F44-1CB5-493C-B339-B078026FCBFE,1635891493,BIZEX 5000 AH JUST THE 35 RIGHT,31,Possibly Missing KW,Missing ST,NA,False,False,NA,NA
2AA56208-05C2-42A5-A86A-A0C6E88EAD94,1635891607,SKYWEST  YOU ABOUT 7 MILES FROM CLEARED FOR THE AH ILS 35 RIGHT JET 560 ILS 35 RIGHT ENVOY 4160,99,NA,Missing ST,NA,False,True,ENY4160,NA
CA8CA1D6-6807-4DEE-B31F-85C1294B2B98,1635891677,AND RIGHT AND 1583,18,NA,Missing ST,NA,False,False,NA,NA
6ABABF98-444D-4D25-86A8-398927EF1143,1635891682,REGIONAL APPROACH AIR SHUTTLE ,35,NA,NA,NA,False,False,NA,NA
6BB14054-E3AC-4D9A-9E76-208BC99D810E,1635891741,320 TO JOIN UNITED 1683,23,NA,NA,NA,False,False,NA,NA
6037135B-4982-48BB-8BD8-5D03C5A266EB,1635891794,AND  CONTACT THE TOWER NOW ON  POINT 5675 GOOD NIGHT,64,NA,NA,NA,True,False,NA,NA
FF74F150-F2E9-44C7-A53E-917DFF8FE0E1,1635891817,DEPARTURE ,19,NA,NA,NA,False,False,NA,NA
23D4F1AB-124F-46D8-8D3E-0E9565B3EC2C,1635891862,DESCEND AND MAINTAIN 6000 AIR SHUTTLE 6596,42,6000,NA,NA,False,False,NA,NA
3FF85D48-5C0B-472C-B2AC-D97C943B8B26,1635891962,ENDEAVOR 5997 SPEED 190 TURN 10 RIGHT,37,NA,10right,190,False,False,NA,NA
410148C5-A890-45D8-B950-C843FCE1ECE1,1635891966,190 KNOTS 10 DEGREES LIGHT SHOT,31,NA,NA,190,False,False,NA,NA
EF17D7C5-F954-44A0-915F-AC7AE06E0AAF,1635892012,MIKE TURN HEADING 260 AND 05 UP TO 5000 FOR 6,45,5000,260,NA,False,False,NA,NA
77D3B7E4-4FDD-4DA6-B776-B683DFB09294,1635892062,REGIONAL AMERICAN 1030 OUT OF 7.4 FOR 6730 HEAVY WELL BEGIN APPROACH IN SIGHT 35835 RIGHT AMERICAN 1030,103,NA,Missing ST,NA,True,False,AAL1030,NA
E3663E53-A300-4093-8A37-63E4268D1A86,1635892077,RIGHT TURN HEADING 320 INTERCEPT THE LOCALIZER AIR SHUTTLE 59,61,NA,320,NA,False,False,NA,NA
E388216A-A36D-4E48-B46A-818DBE34AB14,1635892095,CROSS 35000 CLEARED FOR THE ILS APPROACH 25 RIGHT FINAL,55,Possibly Missing KW,Missing ST,NA,False,True,NA,NA
4CF97563-FF3F-4B1E-B6BC-3835473AA1ED,1635892103,180 KNOTS OCLOCK AND AH 275,27,NA,NA,180,False,False,NA,NA
706A10C5-2371-4BAE-9A01-EC127AF398F5,1635892134,OUT OF 6 FOR 5 AMERICAN 1030 HEAVY,34,NA,NA,NA,False,False,AAL1030,NA
332E76A8-A8EA-4DA5-AF2A-60C41A3CBD00,1635892147,CLEARED TO 5000 CLEARED THE ILS 35 RIGHT DELTA 755,50,Possibly Missing KW,Missing ST,NA,False,True,DAL755,NA
CA6C40CD-F93E-4186-A76C-F916376F29FA,1635892170,SPEED 190 AMERICAN 1030 HEAVY,29,NA,NA,190,False,False,AAL1030,NA
6F2AF343-393F-461A-93A3-718E493870E7,1635892212,HEADING 290 AMERICAN 1030 HEAVY,31,NA,290,NA,False,False,AAL1030,NA
37B61F73-ACED-448A-8C73-B00477B1B83E,1635892246,ALL RIGHT HEADING HEADING OF 330 INTERCEPT THE LOCALIZER FOR 35 RIGHT MAINTAIN 5000 AMERICAN 1030,97,5000,330,NA,False,False,AAL1030,NA
B5A67397-7EA5-4A30-80A6-B298B7CC109E,1635892359,MOONEY 715 AMERICAN 1030 HEAVY GOOD DAY,39,NA,NA,NA,False,False,AAL1030,NA
F5DE0B43-631A-46D7-BF55-F64704B783F8,1635892398,260 JOIN THE LOCALIZER,22,NA,NA,NA,False,False,NA,NA
F563A888-F343-4ACF-B8AB-36AF49B19D17,1635892695,AMERICAN  HEADING 330 JOIN AH 25556,42,NA,330,NA,False,False,NA,NA
F372B9A6-B576-4537-AD29-DBF38DFAB0A5,1635892834,REGIONAL APPROACH RUNWAY 426 WITH YOU,37,NA,NA,NA,False,False,NA,NA
F5D84424-21D1-4FC2-BC3D-1E840C982445,1635892918,CLIMB MAINTAIN 3000 UNTIL ESTABLISHED CLEARED FOR ILS 275,57,3000,NA,NA,False,True,NA,NA
9350A2C4-4230-4D3F-B8AD-9341D7DD8DE8,1635892930,APPROACH SKYWEST 5004003 HUND R,31,NA,NA,NA,False,False,SKW5004003,NA
2E7F18AB-A561-4492-B34E-4AE33AEA5760,1635892936,DELTA  SOUTHWEST 3539 RIGHT TURN,37,NA,Missing ST,NA,False,False,NA,NA
BF60EB7E-C3E0-43C4-BF2C-AC46AC5C605A,1635892946,555 WITH AH 1000,16,Possibly Missing KW,NA,NA,False,False,NA,NA
03240D88-B6B8-448D-B5E4-7D3B9AA0FA6B,1635893128,230 TO JOIN ENVOY 3892,22,NA,NA,NA,False,False,ENY3892,NA
B0352C32-C010-4F8C-99D8-127FB52B332D,1635893149,AH 5000 SKYWEST 59,18,Possibly Missing KW,NA,NA,False,False,SKW59,NA
3BADED01-EB80-4BB7-953D-CADCE7618C68,1635893165,CROSS 265 AND AH 5 FOR THE ILS 35 RIGHT 235,43,NA,235,NA,False,False,NA,NA
D02880D6-1907-4D33-837C-26F41D63059C,1635893244,OKAY 225 RIGHT 660Q SIR,23,NA,Missing ST,NA,False,False,NA,NA
C2F05706-D399-4935-902F-48135EB54A26,1635893299,APPROACH ENVOY ,23,NA,NA,NA,False,False,NA,NA
0B99B93C-DF78-4388-9691-80A9C556D9F5,1635893325,AND WELL GIVE YOU LEFT FOR 10,29,NA,Missing ST,NA,False,False,NA,NA
1C6DBDF7-C3E3-462B-9D4B-A3EC189B4D74,1635893388,UP TO STAPLES AH CLEARED FOR 255,32,Missing ST,NA,NA,False,True,NA,NA
1B2C34B3-ADD2-46E5-AD43-C20B5DFC6353,1635893401,AND DO THE BEST WE CAN SIR 465,30,NA,NA,NA,False,False,NA,NA
330805F5-EBF1-49E7-9F40-A0644B54D4FF,1635893427,APPROACH AMERICAN  AT 9,29,NA,NA,NA,False,False,NA,NA
26C5E45F-5F54-4CAA-864C-E870BBCCC9F4,1635893435,35 RIGHT AMERICAN 2740,22,NA,Missing ST,NA,False,False,AAL2740,NA
E5331B97-801A-4F11-A4C9-AE7DE3F950CE,1635893481,AND BOSTON TILL ESTABLISHED CLEARED THE ILS 35 RIGHT,52,NA,Missing ST,NA,False,True,NA,NA
6BEBACC1-9417-4FF9-B838-EEF63CFB73C8,1635893483,04 THANK YOU SIR,16,NA,NA,NA,False,False,NA,NA
50E180C8-C9D6-448C-8AFA-3D0E441DF3C4,1635893493,4000 TILL ESTABLISHED 16060,27,Possibly Missing KW,NA,NA,False,False,NA,NA
50FEDE14-E98B-4ED6-BBF7-9AD8EFC74B25,1635893521,170 ON THE SPEED AND GIVE Q,35,NA,NA,Missing ST,False,False,NA,NA
0CC421C0-6FA9-4432-8712-CE12B2F4E72F,1635893598,DESCEND AND MAINTAIN 5000 AMERICAN 2740,39,5000,NA,NA,False,False,AAL2740,NA
