2021-11-02 06:46:18.425 -07:00 | Error   | 00004641 | Stratus.swift:91 - UDPReceiver error, restarting: could not listen on port 41501: Error code: -9982(0x-26FE), Bad file descriptor
2021-11-02 09:20:50.867 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3875 5 MILES FROM 40 FOR 5000 CLEARED ILS RUNWAY 35R APPROACH CLEARED ILS 35 RIGHT APPROACH AH 5000 ENVOY 3065, cabin: true
2021-11-02 09:21:09.428 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4065 KNOTS FOR 170 KNOTS WELL CONTACT TOWER NOW 127.593 IS 174 OVER TO 2 7 POINT 555, cabin: true
2021-11-02 09:22:05.850 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2216 TURN LEFT HEADING OF 030 INTERCEPT 35 RIGHT LOCALIZER DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 09:22:19.675 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 27 5W ROGER EXPECT THE ILS 35 RIGHT, cabin: true
2021-11-02 09:22:26.836 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3850 REDUCE SPEED TO 1 9 0 1 9 0 ENVOY 3850, cabin: true
2021-11-02 09:22:41.861 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2215 6 MILES FROM TUFFO CROSS TUFFO AT 5000 CLEARED ILS RUNWAY 35 POINT APPROACH MAINTAIN A SPEED OF 190, cabin: true
2021-11-02 09:22:50.512 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 09:23:10.051 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3850 TURN RIGHT HEADING 270 CENTER 1588, cabin: true
2021-11-02 09:23:16.258 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN AH 2748 DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 09:23:44.922 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2216 SPEED 170 AND HOLD SHORT AND CONTACT THE TOWER NOW ON 1 2 6 POINT 55, cabin: true
2021-11-02 09:23:52.627 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 TURN LEFT HEADING 090, cabin: true
2021-11-02 09:24:05.445 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2075 AND JUST MAINTAIN 5000, cabin: true
2021-11-02 09:24:15.575 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 09:24:29.305 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3850 TURN RIGHT HEADING 320 AND UP TO 3 5 RIGHT LOCALIZER 320 INTERCEPT AH 35 RIGHT LOCALIZER ENVOY 3816, cabin: true
2021-11-02 09:24:37.870 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 TURN LEFT HEADING OF 060, cabin: true
2021-11-02 09:24:43.394 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2097 APPROACH ROGER EXPECT THE ILS 35 LEFT, cabin: true
2021-11-02 09:25:01.630 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3852 MILES FROM CREVE COEUR 5004 THE ILS 35 RIGHT APPROACH MAINTAIN SPEED OF 17006 CROSS FOR 5000 CLEARED ILS AH 35 RIGHT AND AH 170 RADAR FALLS ENVOY 3650, cabin: true
2021-11-02 09:25:04.202 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 09:25:19.903 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3852 CONTACT TOWER NOW 127.527 5 ENVOY 3850 HAVE AH GOOD MORNING DELTA 1161 TURN LEFT HEADING 090 MAINTAIN THAT SPEED 190, cabin: true
2021-11-02 09:25:27.597 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: THANKS, cabin: true
2021-11-02 09:25:32.884 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 TURN LEFT HEADING 030 INTERCEPT THE 35.0, cabin: true
2021-11-02 09:25:40.026 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 27 5 REDUCE SPEED TO 1 9 0, cabin: true
2021-11-02 09:25:45.585 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2897 DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 09:25:55.081 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2748 YOUR 4 MILES FROM AH TUFFO CROSS TUFFO AT 5000 CLEARED TO LAND 357 APPROACH, cabin: true
2021-11-02 09:26:15.520 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 TURN LEFT HEADING OF 060, cabin: true
2021-11-02 09:26:43.175 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2738 SPEED 170 AND GREATER UNTIL CHOP TRAFFIC TO TOWER NOW ON 1 2 6 POINT 55, cabin: true
2021-11-02 09:26:49.432 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 170 OR GREATER TO 1 2 6 POINT 5, cabin: true
2021-11-02 09:26:55.869 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 TURN LEFT HEADING 020 INTERCEPT THE LOCALIZER, cabin: true
2021-11-02 09:27:02.968 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2075 TURN RIGHT HEADING 330 INTERCEPT THE LOCALIZER, cabin: true
2021-11-02 09:27:13.236 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 YOUR 5 MILES FROM TUFFO CROSS TUFFO AT OR ABOVE 5004 THE ILS 35.4, cabin: true
2021-11-02 09:27:55.327 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 27 56 MILES FROM THE CROSS WIND AT 5004 THE ILS 35 RIGHT APPROACH SPEED 190, cabin: true
2021-11-02 09:28:06.767 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 SPEED OF 170 WIND FULL STOP, cabin: true
2021-11-02 09:28:13.676 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 27000 VERIFY YOUR INTERCEPTING TO 3 5 RIGHT LOCALIZER, cabin: true
2021-11-02 09:28:18.475 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND TURN RIGHT HEADING 020 LIMAS EAST, cabin: true
2021-11-02 09:28:26.868 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: DELTA 1161 CAN CONTACT THE TOWER NOW 126.5, cabin: true
2021-11-02 09:28:35.593 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND AMERICAN 2025 YOURE 3 MILES FROM AH CROSS OVER 5004 THE ILS 35 RIGHT APPROACH SPEED 190, cabin: true
2021-11-02 09:28:42.725 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2897 REDUCE SPEED TO 1 9 0, cabin: true
2021-11-02 09:28:58.576 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 14 7 APPROACH SQUAWK 24 DESCEND MAINTAIN 6000, cabin: true
2021-11-02 09:29:34.185 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2897 TURN RIGHT HEADING 270, cabin: true
2021-11-02 09:29:42.237 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 27 FALLS MAINTAIN A SPEED OF 170 CLEARED TO SIOUX FALLS, cabin: true
2021-11-02 09:30:26.957 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2897 TURN RIGHT HEADING 320 INTERCEPT THE 35 RIGHT LOCALIZER HAVE ALL RIGHT JUST, cabin: true
2021-11-02 09:31:14.994 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2097, cabin: true
2021-11-02 09:31:22.057 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 8 MILES FROM OPTI DESCEND AND MAINTAIN 4000 YOURE ESTABLISHED ON THE LOCALIZER CLEARED ILS 35 RIGHT APPROACH SPEED 190, cabin: true
2021-11-02 09:31:35.157 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2075 CONTACT THE TOWER NOW ON 1 2 7 POINT 5, cabin: true
2021-11-02 09:31:43.395 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1470 DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 09:32:17.304 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 227 HEAVY APPROACH EXPECT THE WEST AND MAINTAIN 6000, cabin: true
2021-11-02 09:32:26.634 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1470 TURN 10 DEGREES RIGHT, cabin: true
2021-11-02 09:32:40.411 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2897 MAINTAIN A SPEED OF 170 TILL, cabin: true
2021-11-02 09:32:45.886 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1470 DESCEND AND MAINTAIN 4000, cabin: true
2021-11-02 09:33:12.879 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2097 CONTACT THE TOWER NOW 1275, cabin: true
2021-11-02 09:33:23.778 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1470 TURN LEFT HEADING 330 INTERCEPT 35 RIGHT LOCALIZER DESCEND AND MAINTAIN 3000, cabin: true
2021-11-02 09:34:05.547 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1475 MILES FROM 4 MAINTAIN 3000 SOUTH ON THE LOCALIZER CLEARED ILS RUNWAY 35L APPROACH, cabin: true
2021-11-02 09:34:55.648 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND 427 MAINTAIN 174, cabin: true
2021-11-02 09:35:06.972 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: UPS 2753 HEAVY DESCEND AND MAINTAIN 4000, cabin: true
2021-11-02 09:35:43.059 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 1475 JACKS TOWER 127.5, cabin: true
2021-11-02 09:35:59.979 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 REGIONAL JET THANK YOU DIRECT ABLE TO MAINTAIN 6000, cabin: true
2021-11-02 09:36:23.766 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: UPS 2753 HEAVY REDUCE SPEED TO 1 9 0, cabin: true
2021-11-02 09:37:18.528 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: UPS 2753 HEAVY TURN RIGHT WING 320 INTERCEPT 35 RIGHT LOCALIZER, cabin: true
2021-11-02 09:37:38.282 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND 776310 MILES APPEARS MAINTAIN 4000 TILL ESTABLISHED ON THE LOCALIZER CLEARED ILS RUNWAY 35R APPROACH SPEED 190, cabin: true
2021-11-02 09:37:51.359 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: SOUTHWEST 4172 DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 09:38:37.618 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AH MAINTAIN 190 KNOTS TO 4 1 7 0, cabin: true
2021-11-02 09:38:44.809 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 TURN LEFT HEADING 210, cabin: true
2021-11-02 09:39:07.279 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ALASKA 652 REGIONAL 4 THANK YOU, cabin: true
2021-11-02 09:39:25.363 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 TAXI TO MY FREQUENCY WILL BE FOLLOWING HEAVY AND LEFT ON FINAL, cabin: true
2021-11-02 09:39:36.662 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 REDUCE SPEED TO 1 9 0 THEN DESCEND AND MAINTAIN 4000, cabin: true
2021-11-02 09:40:00.372 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 FLY HEADING 330 INTERCEPT THE LOCALIZER, cabin: true
2021-11-02 09:40:09.289 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: UPSCO 2753 HEAVY CONTACT TOWER 127.5, cabin: true
2021-11-02 09:40:15.569 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 652 A72, cabin: true
2021-11-02 09:40:20.437 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AH 662V, cabin: true
2021-11-02 09:40:29.664 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4172 YOUR 7 MILES FROM JOLYN MAINTAIN 4000 TILL ESTABLISHED ON LOCALIZER CLEARED ILS RUNWAY 35L, cabin: true
2021-11-02 09:40:51.438 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: WESTJET 656 DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 09:41:14.815 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: SOUTHWEST 4172 MAINTAIN 190 KNOTS 0417, cabin: true
2021-11-02 09:42:13.446 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 35 2600736 FINAL APPROACH COURSE DESCEND MAINTAIN 3000 LEFT TURN 020 AND TO THE FINAL APPROACH COURSE UP TO 3067, cabin: true
2021-11-02 09:42:16.512 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AH KING AIR 8255 HEAVY JET, cabin: true
2021-11-02 09:43:50.910 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AMERICAN 2437 TOWER ABOVE ON 1 2 4 POINT 15, cabin: false
2021-11-02 09:43:53.964 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 124 15 AMERICAN 2457, cabin: true
2021-11-02 09:44:03.087 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: SKYWEST 3271 5 FROM SHOWING 3000 TILL ESTABLISHED CLEARED LOCALIZER RUNWAY 36L, cabin: false
2021-11-02 09:44:11.019 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: UNITED 7 GOING OUT 532 6 OKAY CLEARED CLEARED RNAV 36 LEFT TAXI VIA, cabin: true
2021-11-02 09:44:19.555 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND 3GA DESCEND TO 3700, cabin: false
2021-11-02 09:44:22.729 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 3700 5 FOX ALPHA, cabin: true
2021-11-02 09:44:34.152 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AND 3GA FLY HEADING 090, cabin: false
2021-11-02 09:44:36.367 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 090, cabin: true
2021-11-02 09:44:53.770 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3271 DIRECT TO ALL AND MAINTAIN 5000, cabin: false
2021-11-02 09:45:10.539 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: APPROACH ENVOY 3720 15700 DESCENDING VIA BRAVO, cabin: true
2021-11-02 09:45:12.722 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3721 APPROACH ROGER, cabin: false
2021-11-02 09:45:19.550 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: N3GA FLY HEADING 020 INTERCEPT THE FINAL APPROACH COURSE 36 LEFT DESCEND AND MAINTAIN 3000, cabin: false
2021-11-02 09:45:24.171 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 020 TO INTERCEPT DESCEND AND MAINTAIN 3000 AH 53DA, cabin: true
2021-11-02 09:45:35.025 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: SKYWEST 3271 MAINTAIN 170 KNOTS TO CLOUD AND TOWER ABOVE AND 124.570 BOSTON TOWER THERE SKYWEST 5271 HAVE AH GOOD DAY, cabin: false
2021-11-02 09:45:41.536 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3721 SPEED 210, cabin: false
2021-11-02 09:45:43.217 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 260, cabin: true
2021-11-02 09:45:50.685 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: N3GA REDUCE SPEED 170 INBOUND, cabin: false
2021-11-02 09:45:53.952 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: GOING TO 1 7 0 3 GOLF ALPHA, cabin: true
2021-11-02 09:46:30.652 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 4251 TURN 10 DEGREES LEFT 10 DEGREES LEFT ON COURSE FOR 13GA TOWER BOUND ON 1 2 4 POINT 15124 POINT 150G AH 3GA WE CLEARED, cabin: false
2021-11-02 09:46:51.587 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: APPROACH 3G AH YOUR CLEARED RNAV 36 LEFT TOWER BOOVE AND 124.15, cabin: false
2021-11-02 09:46:59.506 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: OKAY AH TOWER 12415P AH 3GA ENVOY 4251 DESCEND AND MAINTAIN 3000, cabin: false
2021-11-02 09:47:07.789 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 3000 ENVOY 4251 ENVOY 3721 MAINTAIN 4000 TRAFFIC 2 OCLOCK AH MILE 3000 AH CESSNA, cabin: false
2021-11-02 09:47:10.508 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: TWIN CESSNA 4749016, cabin: true
2021-11-02 09:47:14.658 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: ENVOY 3721 TURN LEFT DIRECT TO WIND, cabin: false
2021-11-02 09:47:16.604 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 61 ENVOY 6, cabin: true
2021-11-02 09:47:59.301 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: 3GA REDUCE TO FINAL APPROACH COURSE, cabin: false
2021-11-02 09:48:02.059 -07:00 | Debug   | 00018F85 | TranscriptionService.swift:302 - Transcription: AH WERE SLOWING GOLF 3000, cabin: false
2021-11-02 09:48:17.446 -07:00 | Debug   | 0002048B | AppDelegate.swift:62 - Started version 2.7.0 (69)
2021-11-02 09:48:17.454 -07:00 | Info    | 0002048B | SubscriptionValidator.swift:117 - Subscription date Optional(2021-12-02 05:15:38 +0000) in future
2021-11-02 09:48:17.455 -07:00 | Info    | 0002048B | SubscriptionValidator.swift:44 - Updating subscription state to active(Stratus_Horizon.SubscriptionIdentifier.monthly)
2021-11-02 09:48:17.484 -07:00 | Debug   | 0002048B | AppDelegate.swift:63 - Device supports transcriptions:yes
2021-11-02 09:48:17.484 -07:00 | Debug   | 0002048B | AppDelegate.swift:65 - Transcription subscription purchased:yes
2021-11-02 09:48:17.484 -07:00 | Debug   | 0002048B | AppDelegate.swift:67 - Vendor ID: 90801ED7-86DF-44F0-95D3-101E0D88C07C
2021-11-02 09:48:17.497 -07:00 | Info    | 000204A0 | UDPReceiver.swift:32 - attempting to start on 41502
2021-11-02 09:48:17.497 -07:00 | Info    | 000204A1 | UDPReceiver.swift:32 - attempting to start on 41501
2021-11-02 09:48:17.497 -07:00 | Info    | 0002049F | UDPReceiver.swift:32 - attempting to start on 41504
2021-11-02 09:48:17.498 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 1s, version - 2.0.0.266
2021-11-02 09:48:17.498 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 2s, version - 2.0.0.266
2021-11-02 09:48:17.498 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 3i, version - 1.2.2.35
2021-11-02 09:48:17.498 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 2i, version - 2.0.0.402
2021-11-02 09:48:17.499 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 3, version - 1.5.8.203
2021-11-02 09:48:17.499 -07:00 | Info    | 0002048B | FirmwareInfo.swift:51 - firmware found: model - Stratus 2, version - 2.1.0.504
2021-11-02 09:48:17.501 -07:00 | Info    | 0002048B | IAPService.swift:79 - Attempting to cache IAP products
2021-11-02 09:48:17.509 -07:00 | Info    | 00020494 | TranscriptionService.swift:212 - Initializing ASR
2021-11-02 09:48:17.534 -07:00 | Info    | 0002048B | NetworkConnectionService.swift:38 - connected to internet via WiFi
2021-11-02 09:48:17.856 -07:00 | Info    | 0002049A | IAPService.swift:129 - Caching successfully retrieved products
2021-11-02 09:48:18.467 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/1DD139F0-CAEC-401A-99A0-47FC7C8DB2C4.wav
2021-11-02 09:48:18.623 -07:00 | Info    | 0002049A | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/1DD139F0-CAEC-401A-99A0-47FC7C8DB2C4.json
2021-11-02 09:48:19.184 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/3C79AF29-303E-49CD-A0F5-D0D2BEEFA0CB.wav
2021-11-02 09:48:19.337 -07:00 | Info    | 00020490 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/3C79AF29-303E-49CD-A0F5-D0D2BEEFA0CB.json
2021-11-02 09:48:19.846 -07:00 | Info    | 0002049A | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/5840177E-36E7-4532-BDD0-87E5D391A622.wav
2021-11-02 09:48:20.002 -07:00 | Info    | 000204AD | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/5840177E-36E7-4532-BDD0-87E5D391A622.json
2021-11-02 09:48:20.087 -07:00 | Info    | 00020494 | TranscriptionService.swift:194 - Transcription pipeline initialized
2021-11-02 09:48:20.382 -07:00 | Info    | 000204AD | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/D2F4FBF1-52AC-4B40-A6F7-FE3B9118459C.wav
2021-11-02 09:48:20.583 -07:00 | Info    | 000204AD | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/D2F4FBF1-52AC-4B40-A6F7-FE3B9118459C.json
2021-11-02 09:48:21.320 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/1057E8E3-1A6B-4DF7-B652-D33DF17AB284.wav
2021-11-02 09:48:21.491 -07:00 | Info    | 00020490 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/1057E8E3-1A6B-4DF7-B652-D33DF17AB284.json
2021-11-02 09:48:21.806 -07:00 | Info    | 0002049A | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/F4818615-6B32-40BF-86D2-1249B0B59886.wav
2021-11-02 09:48:21.976 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/F4818615-6B32-40BF-86D2-1249B0B59886.json
2021-11-02 09:48:22.389 -07:00 | Info    | 00020491 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/9AABA83D-16C1-4AD1-8AA3-238BAF47C538.wav
2021-11-02 09:48:22.547 -07:00 | Info    | 00020494 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/9AABA83D-16C1-4AD1-8AA3-238BAF47C538.json
2021-11-02 09:48:22.852 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/336C5427-F0C1-43C4-B43E-3DC685CB487A.wav
2021-11-02 09:48:23.024 -07:00 | Info    | 0002049A | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/336C5427-F0C1-43C4-B43E-3DC685CB487A.json
2021-11-02 09:48:23.325 -07:00 | Info    | 00020491 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/42621488-8760-401D-83E7-CCEB6CD3514D.wav
2021-11-02 09:48:23.485 -07:00 | Info    | 0002049A | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/42621488-8760-401D-83E7-CCEB6CD3514D.json
2021-11-02 09:48:23.898 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/B089032A-10C1-4649-9321-3D282C932134.wav
2021-11-02 09:48:24.058 -07:00 | Info    | 0002049E | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/B089032A-10C1-4649-9321-3D282C932134.json
2021-11-02 09:48:24.384 -07:00 | Info    | 00020490 | AWSClient.swift:56 - Uploaded: https://s3.amazonaws.com/appareo-knox-live/90801ED7-86DF-44F0-95D3-101E0D88C07C/data/2CA8F74D-DC6D-4E42-ABCA-61D9AC4A3CB3.wav
